Nom Gare;Code Gare;Type jour;Date;Annee;Ligne;Axe;Tranche horaire;Somme de Montants
BOUSSY-SAINT-ANTOINE;87682138;JOB;2024-05-03;2024;D;D;Avant 6h;201
AVENUE-DU-PRESIDENT-KENNEDY-MAISON-DE-RADIO-FRANCE;87543207;DIM;2017-04-23;2017;C;C;De 6h à 10h;69
BOUTIGNY;87681478;DIM;2024-03-03;2024;D;D;De 10h à 16h;53
AVENUE-DU-PRESIDENT-KENNEDY-MAISON-DE-RADIO-FRANCE;87543207;JOB;2017-04-25;2017;C;C;De 6h à 10h;663
BOUTIGNY;87681478;DIM;2024-03-03;2024;D;D;De 6h à 10h;29
AVENUE-FOCH;87381038;SAM;2017-04-22;2017;C;C;Après 20h;150
BRETIGNY;87545194;JOB;2017-04-25;2017;C;C;Après 20h;553
AVENUE-FOCH;87381038;SAM;2017-04-22;2017;C;C;Avant 6h;5
BREUILLET-BRUYERES-LE-CHATEL;87545483;SAM;2017-04-22;2017;C;C;De 6h à 10h;57
AVENUE-FOCH;87381038;JOB;2017-04-25;2017;C;C;De 16h à 20h;1038
BREUILLET-BRUYERES-LE-CHATEL;87545483;JOB;2017-04-25;2017;C;C;Après 20h;9
AVENUE-HENRI-MARTIN;87381046;DIM;2017-04-23;2017;C;C;Après 20h;72
BREUILLET-VILLAGE;87545491;SAM;2017-04-22;2017;C;C;De 16h à 20h;114
AVENUE-HENRI-MARTIN;87381046;JOB;2017-04-25;2017;C;C;Avant 6h;9
BREUILLET-VILLAGE;87545491;DIM;2017-04-23;2017;C;C;Après 20h;44
BAGNEAUX-SUR-LOING;87684191;JOB;2023-11-14;2023;R;R;De 10h à 16h;52
BREUILLET-VILLAGE;87545491;DIM;2017-04-23;2017;C;C;Avant 6h;4
BAILLY;87710780;SAM;2023-10-14;2023;T13;T13;De 10h à 16h;143
BREUILLET-VILLAGE;87545491;DIM;2017-04-23;2017;C;C;De 6h à 10h;62
BAILLY;87710780;SAM;2023-10-14;2023;T13;T13;De 6h à 10h;34
BREUILLET-VILLAGE;87545491;JOB;2017-04-25;2017;C;C;Après 20h;32
BAILLY;87710780;JOB;2023-10-19;2023;T13;T13;De 10h à 16h;111
BREUILLET-VILLAGE;87545491;JOB;2017-04-25;2017;C;C;De 6h à 10h;759
BAILLY;87710780;JOB;2023-10-19;2023;T13;T13;De 16h à 20h;137
BRUNOY;87682120;DIM;2024-03-03;2024;D;D;De 6h à 10h;588
BALLANCOURT;87681437;SAM;2024-02-03;2024;D;D;Avant 6h;15
BRUYERES-SUR-OISE;87276451;JOB;2023-11-14;2023;H;H;De 6h à 10h;107
BALLANCOURT;87681437;DIM;2024-03-03;2024;D;D;De 6h à 10h;43
BUNO-GIRONVILLE;87681510;SAM;2024-02-03;2024;D;D;De 16h à 20h;7
BECON-LES-BRUYERES;87382002;SAM;2023-11-18;2023;L;L2;Après 20h;534
BUNO-GIRONVILLE;87681510;SAM;2024-02-03;2024;D;D;De 6h à 10h;8
BECON-LES-BRUYERES;87382002;SAM;2023-11-18;2023;L;L2;Avant 6h;16
BUNO-GIRONVILLE;87681510;DIM;2024-03-03;2024;D;D;De 16h à 20h;15
BECON-LES-BRUYERES;87382002;SAM;2023-11-18;2023;L;L2;De 16h à 20h;1169
BUNO-GIRONVILLE;87681510;JOB;2024-12-03;2024;D;D;Avant 6h;8
BECON-LES-BRUYERES;87382002;SAM;2023-11-18;2023;L;L3;Après 20h;593
BUNO-GIRONVILLE;87681510;JOB;2024-12-03;2024;D;D;De 10h à 16h;18
BECON-LES-BRUYERES;87382002;SAM;2023-11-18;2023;L;L3;De 10h à 16h;2828
CAMP-DES-LOGES;87710939;SAM;2023-10-14;2023;T13;T13;De 10h à 16h;142
BECON-LES-BRUYERES;87382002;DIM;2023-11-19;2023;L;L3;Après 20h;271
CAMP-DES-LOGES;87710939;SAM;2023-10-14;2023;T13;T13;De 6h à 10h;15
BECON-LES-BRUYERES;87382002;DIM;2023-11-19;2023;L;L3;De 6h à 10h;387
CAMP-DES-LOGES;87710939;DIM;2023-10-15;2023;T13;T13;De 10h à 16h;40
BECON-LES-BRUYERES;87382002;JOB;2023-11-14;2023;L;L2;De 6h à 10h;3668
CERGY-LE-HAUT;87382655;SAM;2022-11-19;2022;A;A;De 10h à 16h;3008
BELLEVUE;87393116;SAM;2023-11-18;2023;N;N;De 10h à 16h;540
CERGY-LE-HAUT;87382655;SAM;2022-11-19;2022;A;A;De 6h à 10h;1204
BELLEVUE;87393116;JOB;2023-11-14;2023;N;N;De 10h à 16h;570
CERGY-LE-HAUT;87382655;DIM;2022-11-20;2022;A;A;Après 20h;295
BELLOY-SAINT-MARTIN;87276550;SAM;2023-11-18;2023;H;H;Avant 6h;5
CERGY-LE-HAUT;87382655;DIM;2022-11-20;2022;A;A;De 16h à 20h;960
BELLOY-SAINT-MARTIN;87276550;SAM;2023-11-18;2023;H;H;De 10h à 16h;53
CERGY-LE-HAUT;87382655;JOB;2022-11-22;2022;A;A;De 6h à 10h;0
BELLOY-SAINT-MARTIN;87276550;JOB;2023-11-14;2023;H;H;Avant 6h;8
CERGY-LE-HAUT;87382655;JOB;2022-11-30;2022;A;A;Avant 6h;447
BELLOY-SAINT-MARTIN;87276550;JOB;2023-11-14;2023;H;H;De 10h à 16h;54
CERGY-LE-HAUT;87382655;JOB;2023-11-14;2023;L;L3;De 6h à 10h;1600
BELLOY-SAINT-MARTIN;87276550;JOB;2023-11-14;2023;H;H;De 6h à 10h;190
CERGY-PREFECTURE;87381905;SAM;2022-11-19;2022;A;A;De 16h à 20h;3859
BESSANCOURT;87276642;SAM;2023-11-18;2023;H;H;Avant 6h;22
CERGY-PREFECTURE;87381905;DIM;2022-11-20;2022;A;A;Avant 6h;82
BESSANCOURT;87276642;SAM;2023-11-18;2023;H;H;De 16h à 20h;167
CERGY-PREFECTURE;87381905;JOB;2022-11-22;2022;A;A;Après 20h;314
BESSANCOURT;87276642;JOB;2023-11-14;2023;H;H;De 10h à 16h;298
CERGY-PREFECTURE;87381905;JOB;2022-11-22;2022;A;A;De 10h à 16h;1700
BESSANCOURT;87276642;JOB;2023-11-14;2023;H;H;De 6h à 10h;745
CERGY-PREFECTURE;87381905;JOB;2022-11-22;2022;A;A;De 6h à 10h;542
BEYNES;87393363;SAM;2023-11-18;2023;N;N;De 6h à 10h;28
CERGY-PREFECTURE;87381905;JOB;2022-11-30;2022;A;A;Avant 6h;120
BEYNES;87393363;DIM;2023-11-19;2023;N;N;Après 20h;9
CERGY-PREFECTURE;87381905;JOB;2023-11-14;2023;L;L3;De 6h à 10h;1475
BEYNES;87393363;DIM;2023-11-19;2023;N;N;De 6h à 10h;27
CERGY-SAINT-CHRISTOPHE;87382499;SAM;2022-11-19;2022;A;A;Après 20h;498
BIBLIOTHEQUE-FRANCOIS-MITTERRAND;87328328;SAM;2017-04-22;2017;C;C;Avant 6h;137
CERGY-SAINT-CHRISTOPHE;87382499;SAM;2022-11-19;2022;A;A;De 16h à 20h;1956
BIBLIOTHEQUE-FRANCOIS-MITTERRAND;87328328;SAM;2017-04-22;2017;C;C;De 16h à 20h;9058
CERGY-SAINT-CHRISTOPHE;87382499;DIM;2022-11-20;2022;A;A;Avant 6h;80
BIBLIOTHEQUE-FRANCOIS-MITTERRAND;87328328;DIM;2017-04-23;2017;C;C;Après 20h;3759
CERGY-SAINT-CHRISTOPHE;87382499;JOB;2022-11-30;2022;A;A;Après 20h;291
BIBLIOTHEQUE-FRANCOIS-MITTERRAND;87328328;DIM;2017-04-23;2017;C;C;De 10h à 16h;6167
CERGY-SAINT-CHRISTOPHE;87382499;JOB;2022-11-30;2022;A;A;De 6h à 10h;2848
BIEVRES;87393546;DIM;2017-04-23;2017;C;C;Après 20h;13
CERGY-SAINT-CHRISTOPHE;87382499;JOB;2023-11-14;2023;L;L3;De 10h à 16h;232
BIEVRES;87393546;JOB;2017-04-25;2017;C;C;De 16h à 20h;375
CERNAY;87276063;SAM;2017-04-22;2017;C;C;Avant 6h;19
BOIGNEVILLE;87684407;SAM;2024-02-03;2024;D;D;De 6h à 10h;3
CERNAY;87276063;SAM;2017-04-22;2017;C;C;De 10h à 16h;615
BOIGNEVILLE;87684407;DIM;2024-03-03;2024;D;D;De 16h à 20h;11
CERNAY;87276063;SAM;2017-04-22;2017;C;C;De 6h à 10h;237
BOIGNEVILLE;87684407;JOB;2024-02-04;2024;D;D;Après 20h;1
CERNAY;87276063;DIM;2017-04-23;2017;C;C;Après 20h;57
BOIS-COLOMBES;87381079;JOB;2023-11-14;2023;J;J4;Avant 6h;82
CERNAY;87276063;DIM;2017-04-23;2017;C;C;De 6h à 10h;143
BOIS-COLOMBES;87381079;JOB;2023-11-14;2023;J;J6;Après 20h;32
CERNAY;87276063;DIM;2023-11-19;2023;H;H;De 6h à 10h;140
BOIS-LE-ROI;87682203;DIM;2023-11-19;2023;R;R;De 6h à 10h;90
CERNAY;87276063;JOB;2017-04-25;2017;C;C;Après 20h;67
BOISSISE-LE-ROI;87682518;DIM;2024-03-03;2024;D;D;De 10h à 16h;23
CESSON;87682161;DIM;2024-03-03;2024;D;D;Après 20h;71
BOISSISE-LE-ROI;87682518;JOB;2024-02-04;2024;D;D;De 16h à 20h;35
CESSON;87682161;JOB;2024-05-03;2024;D;D;Après 20h;104
BOISSY-L'AILLERIE;87381152;SAM;2023-11-18;2023;J;J6;De 6h à 10h;43
CESSON;87682161;JOB;2024-05-03;2024;D;D;Avant 6h;158
BOISSY-L'AILLERIE;87381152;DIM;2023-11-19;2023;J;J6;De 10h à 16h;89
CHAMARANDE;87545152;SAM;2017-04-22;2017;C;C;De 16h à 20h;47
BOISSY-L'AILLERIE;87381152;JOB;2023-11-14;2023;J;J6;De 16h à 20h;76
CHAMARANDE;87545152;DIM;2017-04-23;2017;C;C;Avant 6h;1
BOISSY-L'AILLERIE;87381152;JOB;2023-11-14;2023;J;J6;De 6h à 10h;247
CHAMARANDE;87545152;DIM;2017-04-23;2017;C;C;De 10h à 16h;53
BONDY;87113407;SAM;2021-11-09;2021;T4;T4;Après 20h;705
CHAMARANDE;87545152;JOB;2017-04-25;2017;C;C;Avant 6h;6
BONDY;87113407;SAM;2021-11-09;2021;T4;T4;De 16h à 20h;1511
CHAMPAGNE-SUR-OISE;87276519;SAM;2023-11-18;2023;H;H;Avant 6h;8
BONDY;87113407;SAM;2022-03-19;2022;E;E;Après 20h;638
CHAMPAGNE-SUR-SEINE;87682450;DIM;2023-11-19;2023;R;R;Avant 6h;11
BONDY;87113407;DIM;2022-03-20;2022;E;E;De 16h à 20h;2009
CHAMPBENOIST-POIGNY;87115873;JOB;2023-11-14;2023;P;P;Après 20h;6
BONDY;87113407;DIM;2022-03-20;2022;E;E;De 6h à 10h;1069
CHAMPBENOIST-POIGNY;87115873;JOB;2023-11-14;2023;P;P;De 6h à 10h;134
BONDY;87113407;JOB;2021-09-21;2021;T4;T4;Avant 6h;45
CHAMP-DE-COURSES-D'ENGHIEN;87276030;SAM;2023-11-18;2023;H;H;De 16h à 20h;570
BONNIERES;87415893;JOB;2021-07-12;2021;J;J5;Avant 6h;70
CHAMP-DE-COURSES-D'ENGHIEN;87276030;SAM;2023-11-18;2023;H;H;De 6h à 10h;436
BORAN-SUR-OISE;87276444;SAM;2023-11-18;2023;H;H;Après 20h;1
CHAMP-DE-COURSES-D'ENGHIEN;87276030;DIM;2023-11-19;2023;H;H;Après 20h;145
BORAN-SUR-OISE;87276444;SAM;2023-11-18;2023;H;H;De 10h à 16h;8
CHAMP-DE-COURSES-D'ENGHIEN;87276030;DIM;2023-11-19;2023;H;H;Avant 6h;26
BORAN-SUR-OISE;87276444;SAM;2023-11-18;2023;H;H;De 16h à 20h;8
CHAMP-DE-COURSES-D'ENGHIEN;87276030;JOB;2023-11-14;2023;H;H;De 10h à 16h;848
BORAN-SUR-OISE;87276444;DIM;2023-11-19;2023;H;H;Après 20h;1
CHAMP-DE-MARS-TOUR-EIFFEL;87393058;SAM;2017-04-22;2017;C;C;Après 20h;1819
BORAN-SUR-OISE;87276444;JOB;2023-11-14;2023;H;H;Après 20h;1
CHAMP-DE-MARS-TOUR-EIFFEL;87393058;SAM;2017-04-22;2017;C;C;De 16h à 20h;3391
BORAN-SUR-OISE;87276444;JOB;2023-11-14;2023;H;H;De 16h à 20h;12
CHAMP-DE-MARS-TOUR-EIFFEL;87393058;SAM;2017-04-22;2017;C;C;De 6h à 10h;900
BORAN-SUR-OISE;87276444;JOB;2023-11-14;2023;H;H;De 6h à 10h;28
CHAMP-DE-MARS-TOUR-EIFFEL;87393058;DIM;2017-04-23;2017;C;C;De 6h à 10h;656
BOUFFEMONT-MOISSELLES;87276485;SAM;2023-11-18;2023;H;H;Avant 6h;21
CHANGIS-SAINT-JEAN;87116509;DIM;2023-09-17;2023;P;P;De 6h à 10h;22
BOUGIVAL;87382440;SAM;2023-11-18;2023;L;L2;Après 20h;58
CHANGIS-SAINT-JEAN;87116509;JOB;2023-09-19;2023;P;P;De 10h à 16h;79
BOUGIVAL;87382440;JOB;2023-11-14;2023;L;L2;Avant 6h;8
CHANGIS-SAINT-JEAN;87116509;JOB;2023-09-19;2023;P;P;De 6h à 10h;440
BOULAINVILLIERS;87543181;DIM;2017-04-23;2017;C;C;Après 20h;113
CHANTELOUP-LES-VIGNES;87381475;JOB;2023-11-14;2023;J;J6;De 6h à 10h;719
BOULAINVILLIERS;87543181;JOB;2017-04-25;2017;C;C;De 10h à 16h;1344
CHANTILLY-GOUVIEUX;87276113;SAM;2024-02-03;2024;D;D;De 6h à 10h;27
BOURAY;87545178;SAM;2017-04-22;2017;C;C;Après 20h;37
CHANTILLY-GOUVIEUX;87276113;JOB;2024-05-03;2024;D;D;De 16h à 20h;19
BOURAY;87545178;DIM;2017-04-23;2017;C;C;De 10h à 16h;243
CHAPONVAL;87276162;SAM;2023-11-18;2023;H;H;De 6h à 10h;7
BOURAY;87545178;DIM;2017-04-23;2017;C;C;De 6h à 10h;48
CHAPONVAL;87276162;DIM;2023-11-19;2023;H;H;De 10h à 16h;16
BOURAY;87545178;JOB;2017-04-25;2017;C;C;Après 20h;18
CHAPONVAL;87276162;DIM;2023-11-19;2023;H;H;De 6h à 10h;7
BOURAY;87545178;JOB;2017-04-25;2017;C;C;De 10h à 16h;251
CHAPONVAL;87276162;JOB;2023-11-14;2023;H;H;Après 20h;0
BOURRON-MARLOTTE-GREZ;87684118;SAM;2023-11-18;2023;R;R;De 10h à 16h;85
CHAPONVAL;87276162;JOB;2023-11-14;2023;H;H;De 10h à 16h;12
BOUSSY-SAINT-ANTOINE;87682138;DIM;2024-03-03;2024;D;D;Après 20h;144
CHAPONVAL;87276162;JOB;2023-11-14;2023;H;H;De 16h à 20h;11
BOUSSY-SAINT-ANTOINE;87682138;JOB;2024-05-03;2024;D;D;Après 20h;300
CHAPONVAL;87276162;JOB;2023-11-14;2023;H;H;De 6h à 10h;45
BOUSSY-SAINT-ANTOINE;87682138;JOB;2024-05-03;2024;D;D;De 16h à 20h;1176
CHARS;87381194;JOB;2023-11-14;2023;J;J6;De 6h à 10h;197
BOUSSY-SAINT-ANTOINE;87682138;JOB;2024-05-03;2024;D;D;De 6h à 10h;2666
CHARTRETTES;87682419;SAM;2023-11-18;2023;R;R;Après 20h;7
BOUTIGNY;87681478;JOB;2024-02-04;2024;D;D;De 16h à 20h;51
CHARTRETTES;87682419;SAM;2023-11-18;2023;R;R;De 10h à 16h;32
BRETIGNY;87545194;DIM;2017-04-23;2017;C;C;De 10h à 16h;1298
CHARTRETTES;87682419;DIM;2023-11-19;2023;R;R;Après 20h;3
BRETIGNY;87545194;DIM;2017-04-23;2017;C;C;De 16h à 20h;1042
CHARTRETTES;87682419;DIM;2023-11-19;2023;R;R;De 10h à 16h;29
BREUILLET-BRUYERES-LE-CHATEL;87545483;SAM;2017-04-22;2017;C;C;De 10h à 16h;164
CHARTRETTES;87682419;DIM;2023-11-19;2023;R;R;De 6h à 10h;8
BREUILLET-BRUYERES-LE-CHATEL;87545483;DIM;2017-04-23;2017;C;C;De 16h à 20h;95
CHATEAU-THIERRY;87116582;SAM;2023-09-16;2023;P;P;De 16h à 20h;190
BREUILLET-BRUYERES-LE-CHATEL;87545483;DIM;2017-04-23;2017;C;C;De 6h à 10h;31
CHATEAU-THIERRY;87116582;DIM;2023-09-17;2023;P;P;De 6h à 10h;126
BREUILLET-VILLAGE;87545491;SAM;2017-04-22;2017;C;C;De 10h à 16h;227
CHATELET-LES-HALLES;87758607;DIM;2024-03-03;2024;D;D;De 16h à 20h;12738
BREUILLET-VILLAGE;87545491;SAM;2017-04-22;2017;C;C;De 6h à 10h;102
CHATELET-LES-HALLES;87758607;JOB;2024-05-03;2024;D;D;Avant 6h;258
BREUILLET-VILLAGE;87545491;JOB;2017-04-25;2017;C;C;Avant 6h;33
CHAUMONT-EN-VEXIN;87381228;SAM;2023-11-18;2023;J;J6;De 10h à 16h;29
BREUILLET-VILLAGE;87545491;JOB;2017-04-25;2017;C;C;De 10h à 16h;225
CHAUMONT-EN-VEXIN;87381228;SAM;2023-11-18;2023;J;J6;De 16h à 20h;34
BRUNOY;87682120;DIM;2024-03-03;2024;D;D;Avant 6h;37
CHAUMONT-EN-VEXIN;87381228;JOB;2023-11-14;2023;J;J6;De 6h à 10h;219
BRUNOY;87682120;DIM;2024-03-03;2024;D;D;De 16h à 20h;803
CHAVILLE-RIVE-DROITE;87382333;DIM;2023-11-19;2023;L;L2;Après 20h;105
BRUNOY;87682120;JOB;2024-05-03;2024;D;D;Après 20h;215
CHAVILLE-RIVE-DROITE;87382333;JOB;2016-03-17;2016;U;U;Après 20h;21
BRUNOY;87682120;JOB;2024-05-03;2024;D;D;De 16h à 20h;1331
CHAVILLE-RIVE-DROITE;87382333;JOB;2023-11-14;2023;L;L2;Après 20h;152
BRUYERES-SUR-OISE;87276451;SAM;2023-11-18;2023;H;H;Après 20h;3
CHAVILLE-RIVE-GAUCHE;87393207;SAM;2023-11-18;2023;N;N;Avant 6h;17
BRUYERES-SUR-OISE;87276451;SAM;2023-11-18;2023;H;H;De 10h à 16h;46
CHAVILLE-RIVE-GAUCHE;87393207;SAM;2023-11-18;2023;N;N;De 10h à 16h;551
BRUYERES-SUR-OISE;87276451;SAM;2023-11-18;2023;H;H;De 16h à 20h;26
CHAVILLE-RIVE-GAUCHE;87393207;DIM;2023-11-19;2023;N;N;De 10h à 16h;436
BRUYERES-SUR-OISE;87276451;DIM;2023-11-19;2023;H;H;Après 20h;4
CHAVILLE-RIVE-GAUCHE;87393207;DIM;2023-11-19;2023;N;N;De 6h à 10h;102
BRUYERES-SUR-OISE;87276451;DIM;2023-11-19;2023;H;H;De 10h à 16h;26
CHAVILLE-VELIZY;87393173;SAM;2017-04-22;2017;C;C;Après 20h;154
BRUYERES-SUR-OISE;87276451;JOB;2023-11-14;2023;H;H;De 10h à 16h;34
CHAVILLE-VELIZY;87393173;SAM;2017-04-22;2017;C;C;Avant 6h;10
BUNO-GIRONVILLE;87681510;JOB;2024-02-04;2024;D;D;De 16h à 20h;15
CHAVILLE-VELIZY;87393173;DIM;2017-04-23;2017;C;C;Après 20h;91
CAMP-DES-LOGES;87710939;SAM;2023-10-14;2023;T13;T13;De 16h à 20h;101
CHELLES-GOURNAY;87116111;SAM;2023-11-18;2023;P;P;Avant 6h;113
CAMP-DES-LOGES;87710939;DIM;2023-10-15;2023;T13;T13;Après 20h;5
CHELLES-GOURNAY;87116111;DIM;2022-03-20;2022;E;E;Avant 6h;48
CAMP-DES-LOGES;87710939;DIM;2023-10-15;2023;T13;T13;De 16h à 20h;77
CHELLES-GOURNAY;87116111;JOB;2023-11-14;2023;P;P;Après 20h;335
CERGY-LE-HAUT;87382655;DIM;2022-11-20;2022;A;A;Avant 6h;64
CHELLES-GOURNAY;87116111;JOB;2023-11-14;2023;P;P;Avant 6h;246
CERGY-LE-HAUT;87382655;JOB;2022-11-30;2022;A;A;De 6h à 10h;4358
CHEMIN-D'ANTONY;87546317;DIM;2017-04-23;2017;C;C;Après 20h;6
CERGY-LE-HAUT;87382655;JOB;2023-11-14;2023;L;L3;De 10h à 16h;208
CHEMIN-D'ANTONY;87546317;DIM;2017-04-23;2017;C;C;Avant 6h;2
CERGY-PREFECTURE;87381905;SAM;2022-11-19;2022;A;A;Avant 6h;135
CHEZY-SUR-MARNE;87116574;SAM;2023-09-16;2023;P;P;Après 20h;8
CERGY-PREFECTURE;87381905;DIM;2022-11-20;2022;A;A;De 10h à 16h;2648
CHILLY-MAZARIN;87393637;SAM;2017-04-22;2017;C;C;Après 20h;98
CERGY-PREFECTURE;87381905;JOB;2023-11-14;2023;L;L3;Après 20h;151
CHILLY-MAZARIN;87393637;SAM;2017-04-22;2017;C;C;De 16h à 20h;182
CERGY-PREFECTURE;87381905;JOB;2023-11-14;2023;L;L3;De 16h à 20h;2082
CHILLY-MAZARIN;87393637;DIM;2017-04-23;2017;C;C;Après 20h;37
CERGY-SAINT-CHRISTOPHE;87382499;DIM;2022-11-20;2022;A;A;De 10h à 16h;1856
CHILLY-MAZARIN;87393637;DIM;2017-04-23;2017;C;C;Avant 6h;0
CERGY-SAINT-CHRISTOPHE;87382499;JOB;2022-11-22;2022;A;A;Après 20h;16
CHILLY-MAZARIN;87393637;JOB;2017-04-25;2017;C;C;De 10h à 16h;358
CERGY-SAINT-CHRISTOPHE;87382499;JOB;2022-11-22;2022;A;A;De 10h à 16h;303
CHOISY-LE-ROI;87545285;DIM;2017-04-23;2017;C;C;De 10h à 16h;4690
CERGY-SAINT-CHRISTOPHE;87382499;JOB;2022-11-30;2022;A;A;Avant 6h;392
CHOISY-LE-ROI;87545285;JOB;2017-04-25;2017;C;C;De 10h à 16h;5422
CERGY-SAINT-CHRISTOPHE;87382499;JOB;2023-11-14;2023;L;L3;De 6h à 10h;1094
CLAMART;87391565;SAM;2023-11-18;2023;N;N;De 6h à 10h;357
CERNAY;87276063;SAM;2023-11-18;2023;H;H;Après 20h;125
CLAMART;87391565;JOB;2023-11-14;2023;N;N;Avant 6h;22
CERNAY;87276063;SAM;2023-11-18;2023;H;H;De 10h à 16h;564
CLAMART;87391565;JOB;2023-11-14;2023;N;N;De 16h à 20h;999
CERNAY;87276063;DIM;2023-11-19;2023;H;H;De 16h à 20h;227
CLICHY-LEVALLOIS;87381129;SAM;2023-11-18;2023;L;L2;Avant 6h;27
CERNAY;87276063;JOB;2017-04-25;2017;C;C;De 16h à 20h;617
CLICHY-LEVALLOIS;87381129;SAM;2023-11-18;2023;L;L2;De 6h à 10h;496
CERNAY;87276063;JOB;2023-11-14;2023;H;H;De 10h à 16h;466
CLICHY-LEVALLOIS;87381129;SAM;2023-11-18;2023;L;L3;Après 20h;689
CESSON;87682161;SAM;2024-02-03;2024;D;D;Après 20h;113
CLICHY-LEVALLOIS;87381129;DIM;2023-11-19;2023;L;L2;De 6h à 10h;284
CESSON;87682161;DIM;2024-03-03;2024;D;D;De 6h à 10h;165
CLICHY-LEVALLOIS;87381129;DIM;2023-11-19;2023;L;L3;De 16h à 20h;976
CESSON;87682161;JOB;2024-05-03;2024;D;D;De 10h à 16h;709
CLICHY-LEVALLOIS;87381129;JOB;2023-11-14;2023;L;L3;Avant 6h;69
CESSON;87682161;JOB;2024-05-03;2024;D;D;De 6h à 10h;2321
CLICHY-LEVALLOIS;87381129;JOB;2023-11-14;2023;L;L3;De 10h à 16h;1933
CHAMARANDE;87545152;DIM;2017-04-23;2017;C;C;De 16h à 20h;119
CLICHY-MONTFERMEIL;87704304;SAM;2021-09-18;2021;T4;T4;Avant 6h;0
CHAMARANDE;87545152;JOB;2017-04-25;2017;C;C;Après 20h;5
CLICHY-MONTFERMEIL;87704304;DIM;2021-12-09;2021;T4;T4;Après 20h;92
CHAMARANDE;87545152;JOB;2017-04-25;2017;C;C;De 10h à 16h;69
CLICHY-MONTFERMEIL;87704304;JOB;2021-09-21;2021;T4;T4;De 10h à 16h;421
CHAMPAGNE-SUR-OISE;87276519;SAM;2023-11-18;2023;H;H;De 6h à 10h;54
CLICHY-MONTFERMEIL;87704304;JOB;2021-09-21;2021;T4;T4;De 6h à 10h;268
CHAMPAGNE-SUR-SEINE;87682450;SAM;2023-11-18;2023;R;R;Avant 6h;17
CLICHY-SOUS-BOIS-MAIRIE;87704288;SAM;2021-11-09;2021;T4;T4;Après 20h;91
CHAMPAGNE-SUR-SEINE;87682450;SAM;2023-11-18;2023;R;R;De 10h à 16h;223
CLICHY-SOUS-BOIS-MAIRIE;87704288;SAM;2021-11-09;2021;T4;T4;Avant 6h;8
CHAMPAGNE-SUR-SEINE;87682450;JOB;2023-11-14;2023;R;R;De 6h à 10h;187
CLICHY-SOUS-BOIS-MAIRIE;87704288;DIM;2021-12-09;2021;T4;T4;De 6h à 10h;98
CHAMPBENOIST-POIGNY;87115873;SAM;2023-11-18;2023;P;P;Après 20h;9
CLICHY-SOUS-BOIS-MAIRIE;87704288;JOB;2021-09-21;2021;T4;T4;De 6h à 10h;336
CHAMPBENOIST-POIGNY;87115873;SAM;2023-11-18;2023;P;P;De 16h à 20h;58
COIGNIERES;87393272;SAM;2023-11-18;2023;N;N;Après 20h;69
CHAMPBENOIST-POIGNY;87115873;DIM;2023-11-19;2023;P;P;Après 20h;7
COIGNIERES;87393272;SAM;2023-11-18;2023;N;N;De 16h à 20h;149
CHAMPBENOIST-POIGNY;87115873;JOB;2023-11-14;2023;P;P;De 16h à 20h;67
COIGNIERES;87393272;JOB;2023-11-14;2023;N;N;De 16h à 20h;314
CHAMP-DE-COURSES-D'ENGHIEN;87276030;SAM;2023-11-18;2023;H;H;Avant 6h;49
COLOMBES;87381087;SAM;2023-11-18;2023;J;J6;Après 20h;88
CHAMP-DE-COURSES-D'ENGHIEN;87276030;DIM;2023-11-19;2023;H;H;De 10h à 16h;676
COLOMBES;87381087;DIM;2023-11-19;2023;J;J4;Avant 6h;42
CHAMP-DE-COURSES-D'ENGHIEN;87276030;DIM;2023-11-19;2023;H;H;De 16h à 20h;417
COLOMBES;87381087;DIM;2023-11-19;2023;J;J6;Après 20h;26
CHAMP-DE-MARS-TOUR-EIFFEL;87393058;SAM;2017-04-22;2017;C;C;Avant 6h;32
COLOMBES;87381087;JOB;2023-11-14;2023;J;J6;Après 20h;43
CHAMP-DE-MARS-TOUR-EIFFEL;87393058;SAM;2017-04-22;2017;C;C;De 10h à 16h;3318
COMBS-LA-VILLE-QUINCY;87682146;SAM;2024-02-03;2024;D;D;De 16h à 20h;657
CHAMP-DE-MARS-TOUR-EIFFEL;87393058;DIM;2017-04-23;2017;C;C;Après 20h;1527
COMBS-LA-VILLE-QUINCY;87682146;DIM;2024-03-03;2024;D;D;De 6h à 10h;522
CHAMP-DE-MARS-TOUR-EIFFEL;87393058;DIM;2017-04-23;2017;C;C;De 10h à 16h;2963
COMBS-LA-VILLE-QUINCY;87682146;JOB;2024-05-03;2024;D;D;Après 20h;398
CHAMP-DE-MARS-TOUR-EIFFEL;87393058;JOB;2017-04-25;2017;C;C;De 16h à 20h;7432
COMPANS;87272047;SAM;2023-11-18;2023;K;K;De 16h à 20h;5
CHANGIS-SAINT-JEAN;87116509;SAM;2023-09-16;2023;P;P;De 10h à 16h;100
CONFLANS-FIN-D'OISE;87381459;SAM;2023-11-18;2023;J;J6;Avant 6h;10
CHANGIS-SAINT-JEAN;87116509;DIM;2023-09-17;2023;P;P;De 16h à 20h;69
CONFLANS-FIN-D'OISE;87381459;DIM;2022-11-20;2022;A;A;De 10h à 16h;1080
CHANGIS-SAINT-JEAN;87116509;JOB;2023-09-19;2023;P;P;Après 20h;8
CONFLANS-FIN-D'OISE;87381459;DIM;2022-11-20;2022;A;A;De 6h à 10h;395
